"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2009","Latvia","Government sector","Euro per inhabitant","9.7",""
"2009","Latvia","Government sector","Million units of national currency","21.059",""
"2009","Latvia","Government sector","Million purchasing power standards (PPS)","30.738",""
"2009","Latvia","Government sector","Million purchasing power standards (PPS) at 2005 prices","29.958",""
"2009","Latvia","Higher education sector","Million euro","33.018",""
"2009","Latvia","Higher education sector","Euro per inhabitant","15.3",""
"2009","Latvia","Higher education sector","Million units of national currency","33.153",""
"2009","Latvia","Higher education sector","Million purchasing power standards (PPS)","48.391",""
"2009","Latvia","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","47.163",""
"2009","Latvia","Private non-profit sector","Million euro",":",""
"2009","Latvia","Private non-profit sector","Euro per inhabitant",":",""
"2009","Latvia","Private non-profit sector","Million units of national currency",":",""
"2009","Latvia","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2009","Latvia","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Lithuania","All sectors","Million euro","223.471",""
"2009","Lithuania","All sectors","Euro per inhabitant","70.2",""
"2009","Lithuania","All sectors","Million units of national currency","223.471",""
"2009","Lithuania","All sectors","Million purchasing power standards (PPS)","362.131",""
"2009","Lithuania","All sectors","Million purchasing power standards (PPS) at 2005 prices","355.004",""
"2009","Lithuania","Business enterprise sector","Million euro","54.507",""
"2009","Lithuania","Business enterprise sector","Euro per inhabitant","17.1",""
"2009","Lithuania","Business enterprise sector","Million units of national currency","54.507",""
"2009","Lithuania","Business enterprise sector","Million purchasing power standards (PPS)","88.327",""
"2009","Lithuania","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","86.589",""
"2009","Lithuania","Government sector","Million euro","52.305",""
"2009","Lithuania","Government sector","Euro per inhabitant","16.4",""
"2009","Lithuania","Government sector","Million units of national currency","52.305",""
"2009","Lithuania","Government sector","Million purchasing power standards (PPS)","84.76",""
"2009","Lithuania","Government sector","Million purchasing power standards (PPS) at 2005 prices","83.092",""
"2009","Lithuania","Higher education sector","Million euro","116.659",""
"2009","Lithuania","Higher education sector","Euro per inhabitant","36.6",""
"2009","Lithuania","Higher education sector","Million units of national currency","116.659",""
"2009","Lithuania","Higher education sector","Million purchasing power standards (PPS)","189.044",""
"2009","Lithuania","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","185.323",""
"2009","Lithuania","Private non-profit sector","Million euro",":",""
"2009","Lithuania","Private non-profit sector","Euro per inhabitant",":",""
"2009","Lithuania","Private non-profit sector","Million units of national currency",":",""
"2009","Lithuania","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2009","Lithuania","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Luxembourg","All sectors","Million euro","620.28",""
"2009","Luxembourg","All sectors","Euro per inhabitant","1,256.9",""
"2009","Luxembourg","All sectors","Million units of national currency","620.28",""
"2009","Luxembourg","All sectors","Million purchasing power standards (PPS)","522.517",""
"2009","Luxembourg","All sectors","Million purchasing power standards (PPS) at 2005 prices","486.864",""
"2009","Luxembourg","Business enterprise sector","Million euro","470.7",""
"2009","Luxembourg","Business enterprise sector","Euro per inhabitant","953.8",""
"2009","Luxembourg","Business enterprise sector","Million units of national currency","470.7",""
"2009","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS)","396.513",""
"2009","Luxembourg","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","369.458",""
"2009","Luxembourg","Government sector","Million euro","99.88","b"
"2009","Luxembourg","Government sector","Euro per inhabitant","202.4","b"
"2009","Luxembourg","Government sector","Million units of national currency","99.88","b"
"2009","Luxembourg","Government sector","Million purchasing power standards (PPS)","84.138","b"
"2009","Luxembourg","Government sector","Million purchasing power standards (PPS) at 2005 prices","78.397","b"
"2009","Luxembourg","Higher education sector","Million euro","49.7",""
"2009","Luxembourg","Higher education sector","Euro per inhabitant","100.7",""
"2009","Luxembourg","Higher education sector","Million units of national currency","49.7",""
"2009","Luxembourg","Higher education sector","Million purchasing power standards (PPS)","41.867",""
"2009","Luxembourg","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","39.01",""
"2009","Luxembourg","Private non-profit sector","Million euro","0",""
"2009","Luxembourg","Private non-profit sector","Euro per inhabitant","0",""
"2009","Luxembourg","Private non-profit sector","Million units of national currency","0",""
"2009","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS)","0",""
"2009","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","0",""
"2009","Hungary","All sectors","Million euro","1,067.166",""
"2009","Hungary","All sectors","Euro per inhabitant","106.4",""
"2009","Hungary","All sectors","Million units of national currency","299,158.7",""
"2009","Hungary","All sectors","Million purchasing power standards (PPS)","1,782.16",""
"2009","Hungary","All sectors","Million purchasing power standards (PPS) at 2005 prices","1,627.457",""
"2009","Hungary","Business enterprise sector","Million euro","610.8","d"
"2009","Hungary","Business enterprise sector","Euro per inhabitant","60.9","d"
"2009","Hungary","Business enterprise sector","Million units of national currency","171,225.5","d"
"2009","Hungary","Business enterprise sector","Million purchasing power standards (PPS)","1,020.031","d"
"2009","Hungary","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","931.486","d"
"2009","Hungary","Government sector","Million euro","214.044","d"
"2009","Hungary","Government sector","Euro per inhabitant","21.3","d"
"2009","Hungary","Government sector","Million units of national currency","60,003","d"
"2009","Hungary","Government sector","Million purchasing power standards (PPS)","357.452","d"
"2009","Hungary","Government sector","Million purchasing power standards (PPS) at 2005 prices","326.423","d"
"2009","Hungary","Higher education sector","Million euro","223.427","d"
"2009","Hungary","Higher education sector","Euro per inhabitant","22.3","d"
"2009","Hungary","Higher education sector","Million units of national currency","62,633.3","d"
"2009","Hungary","Higher education sector","Million purchasing power standards (PPS)","373.122","d"
"2009","Hungary","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","340.732","d"
"2009","Hungary","Private non-profit sector","Million euro",":",""
"2009","Hungary","Private non-profit sector","Euro per inhabitant",":",""
"2009","Hungary","Private non-profit sector","Million units of national currency",":",""
"2009","Hungary","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2009","Hungary","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2009","Malta","All sectors","Million euro","31.761",""
"2009","Malta","All sectors","Euro per inhabitant","77.3",""
"2009","Malta","All sectors","Million units of national currency","31.761",""
"2009","Malta","All sectors","Million purchasing power standards (PPS)","42.427",""
"2009","Malta","All sectors","Million purchasing power standards (PPS) at 2005 prices","42.204",""
"2009","Malta","Business enterprise sector","Million euro","20.124",""
"2009","Malta","Business enterprise sector","Euro per inhabitant","49",""
"2009","Malta","Business enterprise sector","Million units of national currency","20.124",""
"2009","Malta","Business enterprise sector","Million purchasing power standards (PPS)","26.882",""
"2009","Malta","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","26.74",""
"2009","Malta","Government sector","Million euro","1.503",""
"2009","Malta","Government sector","Euro per inhabitant","3.7",""
"2009","Malta","Government sector","Million units of national currency","1.503",""
"2009","Malta","Government sector","Million purchasing power standards (PPS)","2.008",""
"2009","Malta","Government sector","Million purchasing power standards (PPS) at 2005 prices","1.998",""
"2009","Malta","Higher education sector","Million euro","10.134",""
